ts, humidity, pm10, pm25, temp
2019-05-03T18:49:00Z,50.33,3,2,20.57
2019-05-03T18:50:00Z,50.32,5,3,20.56
2019-05-03T18:52:00Z,50.47,9,5,20.52
2019-05-03T18:52:00Z,50.47,9,5,20.52
2019-05-03T18:53:00Z,50.5,8,4,20.5
2019-05-03T18:54:00Z,50.5,12,7,20.48
2019-05-03T18:55:00Z,50.55,11,8,20.47
2019-05-03T18:56:00Z,50.58,9,8,20.46
2019-05-03T18:57:00Z,50.62,12,8,20.45
2019-05-03T18:58:00Z,50.65,16,10,20.43
2019-05-03T18:59:00Z,50.63,15,11,20.42
2019-05-03T19:00:00Z,50.68,14,10,20.41
2019-05-03T19:02:00Z,50.74,17,12,20.38
2019-05-03T19:02:00Z,50.74,17,12,20.38
2019-05-03T19:03:00Z,50.75,15,12,20.37
2019-05-03T19:04:00Z,50.76,19,12,20.35
2019-05-03T19:05:00Z,50.79,12,6,20.33
2019-05-03T19:11:00Z,50.91,21,14,20.25
2019-05-03T19:13:00Z,50.94,20,14,20.24
2019-05-03T19:13:00Z,50.94,20,14,20.24
2019-05-03T19:14:00Z,50.97,23,16,20.24
2019-05-03T19:15:00Z,51,32,15,20.23
2019-05-03T19:16:00Z,50.96,20,12,20.21
2019-05-03T19:17:00Z,50.99,22,17,20.2
2019-05-03T19:18:00Z,51.04,20,17,20.18
2019-05-03T19:19:00Z,51.06,25,17,20.18
2019-05-03T19:20:00Z,51.08,25,16,20.16
2019-05-03T19:21:00Z,51.1,21,16,20.14
2019-05-03T19:22:00Z,51.14,26,19,20.13
2019-05-03T19:23:00Z,51.17,27,17,20.11
2019-05-03T19:24:00Z,51.19,22,17,20.09
2019-05-03T19:25:00Z,51.2,21,16,20.09
2019-05-03T19:26:00Z,51.23,23,16,20.08
2019-05-03T19:27:00Z,51.25,23,16,20.07
2019-05-03T19:29:00Z,51.3,25,18,20.03
2019-05-03T19:29:00Z,51.3,25,18,20.03
2019-05-03T19:30:00Z,51.34,27,14,20.02
2019-05-03T19:31:00Z,51.33,24,17,20
2019-05-03T19:33:00Z,51.37,29,19,19.99
2019-05-03T19:34:00Z,51.38,19,15,19.97
2019-05-03T19:34:00Z,51.38,19,15,19.97
2019-05-03T19:35:00Z,51.37,27,18,19.96
2019-05-03T19:36:00Z,51.43,23,15,19.94
2019-05-03T19:37:00Z,51.45,27,16,19.93
2019-05-03T19:38:00Z,51.46,24,17,19.92
2019-05-03T19:39:00Z,51.48,28,17,19.91
2019-05-03T19:41:00Z,51.49,23,16,19.88
2019-05-03T19:41:00Z,51.49,23,16,19.88
2019-05-03T19:42:00Z,51.53,23,15,19.86
2019-05-03T19:44:00Z,51.54,30,20,19.84
2019-05-03T19:44:00Z,51.54,30,20,19.84
2019-05-03T19:45:00Z,51.58,26,16,19.83
2019-05-03T19:46:00Z,51.58,27,16,19.82
2019-05-03T19:47:00Z,51.58,26,17,19.81
2019-05-03T19:48:00Z,51.59,25,18,19.8
2019-05-03T19:49:00Z,51.61,23,15,19.79
2019-05-03T19:50:00Z,51.61,27,16,19.77
2019-05-03T19:51:00Z,51.61,21,16,19.77
2019-05-03T19:53:00Z,51.64,22,15,19.75
2019-05-03T19:53:00Z,51.64,22,15,19.75
2019-05-03T19:54:00Z,51.59,26,18,19.74
2019-05-03T19:55:00Z,51.64,27,17,19.73
2019-05-03T19:57:00Z,51.64,25,17,19.71
2019-05-03T19:57:00Z,51.64,25,17,19.71
2019-05-03T19:58:00Z,51.64,22,17,19.7
2019-05-03T19:59:00Z,51.63,21,14,19.69
2019-05-03T20:00:00Z,51.64,27,16,19.69
2019-05-03T20:02:00Z,51.65,21,15,19.67
2019-05-03T20:02:00Z,51.65,21,15,19.67
2019-05-03T20:03:00Z,51.67,26,17,19.66
2019-05-03T20:04:00Z,51.67,25,19,19.65
2019-05-03T20:05:00Z,51.66,23,17,19.64
2019-05-03T20:06:00Z,51.68,22,16,19.63
2019-05-03T20:08:00Z,51.75,26,17,19.61
2019-05-03T20:08:00Z,51.75,26,17,19.61
2019-05-03T20:10:00Z,51.71,23,16,19.59
2019-05-03T20:10:00Z,51.71,23,16,19.59
2019-05-03T20:11:00Z,51.75,20,16,19.58
2019-05-03T20:12:00Z,51.75,25,18,19.56
2019-05-03T20:14:00Z,51.78,23,17,19.55
2019-05-03T20:14:00Z,51.78,23,17,19.55
2019-05-03T20:15:00Z,51.78,23,16,19.54
2019-05-03T20:16:00Z,51.77,23,17,19.53
2019-05-03T20:18:00Z,51.77,18,17,19.51
2019-05-03T20:18:00Z,51.77,18,17,19.51
2019-05-03T20:19:00Z,51.81,24,15,19.49
2019-05-03T20:20:00Z,51.8,23,16,19.48
2019-05-03T20:21:00Z,51.83,21,15,19.47
2019-05-03T20:22:00Z,51.75,23,17,19.47
2019-05-03T20:23:00Z,51.77,21,13,19.46
2019-05-03T20:24:00Z,51.8,19,15,19.45
2019-05-03T20:25:00Z,51.78,24,17,19.45
2019-05-03T20:26:00Z,51.79,21,14,19.44
2019-05-03T20:27:00Z,51.83,21,15,19.43
2019-05-03T20:28:00Z,51.83,20,15,19.42
2019-05-03T20:29:00Z,51.83,23,17,19.4
2019-05-03T20:30:00Z,51.84,20,15,19.4
2019-05-03T20:31:00Z,51.82,21,16,19.38
2019-05-03T20:32:00Z,51.8,20,10,19.38
2019-05-03T20:33:00Z,51.79,17,12,19.38
2019-05-03T20:34:00Z,51.79,20,14,19.37
2019-05-03T20:35:00Z,51.79,21,15,19.37
2019-05-03T20:36:00Z,51.82,19,13,19.35
2019-05-03T20:37:00Z,51.8,19,15,19.33
2019-05-03T20:38:00Z,51.84,19,14,19.32
2019-05-03T20:39:00Z,51.86,18,15,19.32
2019-05-03T20:40:00Z,51.85,23,16,19.31
2019-05-03T20:42:00Z,51.83,16,14,19.28
2019-05-03T20:42:00Z,51.83,16,14,19.28
2019-05-03T20:43:00Z,51.83,19,14,19.28
2019-05-03T20:45:00Z,51.84,17,13,19.26
2019-05-03T20:45:00Z,51.84,17,13,19.26
2019-05-03T20:46:00Z,51.84,19,13,19.24
2019-05-03T20:47:00Z,51.83,14,12,19.25
2019-05-03T20:48:00Z,51.77,16,13,19.24
2019-05-03T20:49:00Z,51.84,18,14,19.23
2019-05-03T20:50:00Z,51.83,16,12,19.22
2019-05-03T20:52:00Z,51.86,17,13,19.19
2019-05-03T20:52:00Z,51.86,17,13,19.19
2019-05-03T20:53:00Z,51.87,15,12,19.18
2019-05-03T20:54:00Z,51.87,14,10,19.17
2019-05-03T20:55:00Z,51.86,16,13,19.16
2019-05-03T20:56:00Z,51.87,20,16,19.14
2019-05-03T20:57:00Z,51.86,15,13,19.13
2019-05-03T20:58:00Z,51.87,20,13,19.12
